cluster,state,district,date_announced,date_last_onset,category,status,cases_new,cases_total,cases_active,tests,icu,deaths,recovered,summary_bm,summary_en
Kluster Bah Kota,"5,10","Sepang, Petaling , Seremban",2020-10-21,2020-10-27,community,ended,0,13,0,181,0,0,13,,
Kluster Inai,12,Kudat ,2020-10-21,2020-11-02,community,ended,0,63,0,120,0,0,63,,
Kluster Cahaya,"5,10,14","Petaling, Tampin, Titiwangsa, Lembah Pantai, Kepong , Cheras",2020-10-21,2020-11-03,religious,ended,0,55,0,458,0,0,55,,
Kluster Melati,"6,8,10,14","Titiwangsa, Kepong, Cheras, Klang,  Petaling, Hulu Langat, Kuantan , Hilir Perak",2020-10-21,2020-11-09,workplace,ended,0,77,0,398,0,1,76,,
Kluster Tempayan,12,"Penampang , Kota Kinabalu ",2020-10-21,2020-11-09,workplace,ended,0,35,0,253,0,0,35,,
Kluster Bina Labuan,15,Labuan,2020-10-21,2020-11-13,workplace,ended,0,50,0,214,0,1,49,,
Kluster Basung,12,Kudat,2020-10-21,2020-11-14,workplace,ended,0,94,0,700,0,0,94,,
Kluster Bah Mutiara,"5,10,14","Hulu Langat, Titiwangsa, Lembah Pantai , Seremban",2020-10-22,2020-10-21,community,ended,0,10,0,96,0,0,10,,
Kluster Umboo,4,"Alor Gajah , Melaka Tengah ",2020-10-22,2020-10-21,detentionCentre,ended,0,4,0,418,0,0,4,,
Kluster Jambu,"7,10","Hulu Langat , Timur Laut",2020-10-22,2020-11-01,community,ended,0,18,0,147,0,0,18,,
Kluster Sofi,5,Seremban,2020-10-22,2020-11-01,education,ended,0,107,0,174,0,0,107,,
Kluster Sauh,"4,12,13","Jasin, Kota Kinabalu, Tawau, Semporna, Papar, Tuaran, Miri , Daro ",2020-10-22,2020-11-14,workplace,ended,0,35,0,408,0,0,35,,
Kluster Tinusa,12,Sandakan,2020-10-22,2020-12-22,community,ended,0,70,0,622,0,1,69,,
Kluster Palma,"10,14","Gombak, Hulu Selangor , Kepong",2020-10-23,2020-11-07,workplace,ended,0,22,0,116,0,0,22,,
Kluster Jaya,"5,10","Seremban, Sepang, Kuala Langat , Gombak",2020-10-23,2020-12-02,workplace,ended,0,138,0,697,0,0,138,,
Kluster Samudera,12,Sandakan,2020-10-23,2020-12-20,workplace,ended,0,79,0,259,0,0,79,,
Kluster Bah Kayu,"10,14","Gombak , Titiwangsa",2020-10-24,2020-10-23,workplace,ended,0,19,0,692,0,0,19,,
Kluster Megah,12,"Sandakan , Kota Kinabalu",2020-10-24,2020-10-31,community,ended,0,29,0,65,0,1,28,,
Kluster Baki,"8,13","Kuching, Kinta, Larut Matang , Selama",2020-10-24,2020-11-06,community,ended,0,46,0,3141,0,0,46,,
Kluster Kempas,1,"Johor Bahru, Kulai, Pontian , Kluang",2020-10-24,2020-11-09,education,ended,0,55,0,1824,0,0,55,,
Kluster Mesra,12,Sandakan,2020-10-24,2020-12-20,community,ended,0,223,0,1186,0,2,221,,
Kluster Kaya,"1,3,4,5,8,10,14,16","Seremban, Port Dickson, Kuala Pilah, Rembau, Lembah Pantai, Cheras, Titiwangsa, Kepong, Putrajaya, Melaka Tengah, Sepang, Klang Kuala Langat, Kuala Selangor, Petaling, Hulu Langat, Kluang, Kota Tinggi, Kota Bharu, Tanah Merah , Manjung",2020-10-24,2020-12-23,workplace,ended,0,1079,0,4797,0,2,1077,,
Kluster Jambul,12,Sandakan,2020-10-25,2020-10-25,community,ended,0,13,0,49,0,0,13,,
Kluster Omadal,12,Semporna,2020-10-25,2020-10-29,community,ended,0,35,0,216,0,0,35,,
Kluster Bandaran,12,"Kota Kinabalu, Papar , Penampang",2020-10-25,2020-11-05,workplace,ended,0,18,0,72,0,0,18,,
Kluster Seladah,13,"Kuching , Serian ",2020-10-25,2020-11-06,community,ended,0,9,0,216,0,0,9,,
Kluster Makekar,"10,11","Kemaman, Dungun, Kuala Terengganu, Marang, Besut, Kuala Nerus , Klang",2020-10-25,2020-11-07,workplace,ended,0,62,0,5291,0,0,62,,
Kluster Titir,12,Keningau,2020-10-25,2020-11-09,workplace,ended,0,144,0,2005,0,0,144,,
Kluster Mentari,"5,10,14","Petaling, Klang, Gombak, Hulu Langat, Seremban , Kepong",2020-10-25,2020-11-18,community,ended,0,35,0,122,0,1,34,,
Kluster Bayan,"2,7,8","Timur Laut, Barat Daya, Seberang Perai Utara, Seberang Perai Tengah, Seberang Perai Selatan, Bandar Baharu,  Kubang Pasu, Kuala Muda, Kulim, Kota Setar, Kerian, Larut Matang , Selama ",2020-10-25,2020-11-22,workplace,ended,0,167,0,3468,0,0,167,,
Kluster Jernih,"5,10","Seremban, Port Dickson, Sepang , Kuala Langat",2020-10-25,2020-11-30,workplace,ended,0,77,0,371,0,0,77,,
Kluster Hampar,5,Rembau ,2020-10-26,2020-10-25,education,ended,0,5,0,671,0,0,5,,
Kluster Kapor,12,Kudat ,2020-10-26,2020-11-01,community,ended,0,59,0,219,0,0,59,,
Kluster Penjara Tapah,8,Batang Padang,2020-10-26,2020-11-01,detentionCentre,ended,0,14,0,4249,0,0,14,,
Kluster Lintas,12,Kota Kinabalu,2020-10-27,2020-11-11,workplace,ended,0,14,0,33,0,0,14,,
Kluster Limbungan,15,Labuan,2020-10-27,2020-11-13,workplace,ended,0,54,0,383,0,0,54,,
Kluster Bayu,1,"Johor Bahru , Muar ",2020-10-28,2020-10-27,community,ended,0,8,0,146,0,0,8,,
Kluster Idaman,"10,14","Petaling, Gombak, Titiwangsa , Cheras",2020-10-28,2020-10-27,highRisk,ended,0,11,0,491,0,0,11,,
Kluster Seri Gaya,12,"Kota Kinabalu , Tuaran ",2020-10-28,2020-10-28,community,ended,0,18,0,142,0,0,18,,
Kluster Greenhill,13,"Kuching, Miri , Bintulu",2020-10-28,2020-11-15,community,ended,0,91,0,1556,0,0,91,,
Kluster Tuguson,12,Kota Belud,2020-10-29,2020-10-28,education,ended,0,18,0,170,0,0,18,,
Kluster Taman Laut,10,"Petaling , Klang",2020-10-29,2020-11-12,workplace,ended,0,30,0,124,0,0,30,,
Kluster Sakti,12,Lahad Datu,2020-10-29,2020-11-21,community,ended,0,28,0,1491,0,0,28,,
Kluster Taman Bunga,5,"Seremban, Kuala Pilah, Jelebu , Jempol",2020-10-29,2020-12-13,workplace,ended,0,66,0,1659,0,0,66,,
Kluster Bah Medan,10,Sepang ,2020-10-29,2020-12-17,community,ended,0,65,0,1028,0,0,65,,
Kluster Meldrum,1,"Johor Bahru, Kota Tinggi , Tangkak",2020-10-30,2020-11-01,community,ended,0,7,0,369,0,0,7,,
Kluster Merpati,"10,14","Sepang, Gombak, Kuala Langat, Cheras , Kepong",2020-10-30,2020-11-07,workplace,ended,0,52,0,168,0,0,52,,
Kluster Sembulan,12,Kota Kinabalu,2020-10-30,2020-11-08,workplace,ended,0,13,0,99,0,0,13,,
Kluster Gala,5,"Jelebu , Seremban ",2020-10-30,2020-11-10,highRisk,ended,0,15,0,366,0,0,15,,
Kluster Telipok,12,"Kota Kinabalu , Tuaran",2020-10-30,2020-11-11,workplace,ended,0,22,0,164,0,0,22,,
Kluster Astaka,"6,10","Petaling, Hulu Langat, Sepang, Kuala Selangor, Klang , Maran",2020-10-30,2020-11-26,workplace,ended,0,64,0,256,0,0,64,,
Kluster Rumah Merah,12,Kota Kinabalu,2020-10-30,2020-12-12,detentionCentre,ended,0,791,0,1797,0,2,789,,
Kluster Titian,15,Labuan ,2020-10-30,2021-01-23,community,ended,0,87,0,971,0,3,84,,
Kluster Tembaga,7,"Timur Laut , Barat Daya",2020-11-01,2020-11-26,community,ended,0,16,0,211,0,0,16,,
Kluster Usaha,"1,8,10,14","Klang, Petaling, Kuala Langat,  Lembah Pantai, Kepong, Kuala Selangor, Sepang, Segamat , Perak Tengah",2020-11-01,2021-02-03,workplace,ended,0,589,0,879,0,0,589,,
Kluster Seridana,16,Putrajaya,2020-11-02,2020-11-13,workplace,ended,0,20,0,127,0,0,20,,
Kluster Tenaga,15,Labuan,2020-11-02,2020-11-23,community,ended,0,121,0,251,0,1,120,,
Kluster Pts Tawau,12,Tawau,2020-11-02,2020-11-29,detentionCentre,ended,0,766,0,2613,0,3,763,,
Kluster Gedong,"1,5,10,14,16","Seremban, Port Dickson, Kuala Pilah, Tampin, Rembau, Petaling, Gombak, Klang, Hulu Langat, Johor Bahru, Cheras, Lembah Pantai , Putrajaya",2020-11-02,2020-11-30,education,ended,0,73,0,812,0,1,72,,
Kluster Permatang,"2,7,8,9","Kulim, Langkawi, Kota Setar, Kuala Muda, Bandar Baharu, Seberang Perai Utara, Seberang Perai Tengah, Seberang Perai Selatan, Timur Laut, Kinta , Kangar",2020-11-03,2020-11-22,highRisk,ended,0,85,0,2077,0,1,84,,
Kluster Cergas,"3,5,10","Klang, Seremban, Rembau. Port Dickson, Jempol, Pasir Putih , Kuala Pilah",2020-11-03,2021-01-14,workplace,ended,0,1738,0,6048,0,1,1737,,
Kluster Aero,10,Petaling,2020-11-04,2020-11-06,workplace,ended,0,31,0,167,0,0,31,,
Kluster Sepanggar,12,Kota Kinabalu,2020-11-04,2020-11-16,workplace,ended,0,10,0,128,0,0,10,,
Kluster Gading,"1,5,10,16","Putrajaya, Seremban, Segamat, Batu Pahat, Kuala Langat, Petaling , Sepang",2020-11-04,2020-12-06,workplace,ended,0,13,0,86,0,0,13,,
Kluster Lengkuk,"5,10","Sepang, Seremban, Port Dickson, Rembau, Jelebu, Hulu Langat, Petaling, Kuala Langat ,  Kuala Pilah",2020-11-04,2020-12-09,workplace,ended,0,299,0,1971,0,1,298,,
Kluster Penjara Sandakan,12,Sandakan,2020-11-04,2020-12-27,detentionCentre,ended,0,810,0,2104,0,1,809,,
Kluster Dialisis,12, Lahad Datu,2020-11-04,2020-12-29,highRisk,ended,0,78,0,182,0,0,78,,
Kluster Danau,14,Titiwangsa,2020-11-05,2020-11-22,community,ended,0,18,0,1692,0,0,18,,
Kluster Intan,"2,7","Timur Laut, Barat Daya,Seberang Perai Utara, Seberang Perai Tengah, Kuala Muda, Sik, Padang Terap, Kulim , Sungai Petani",2020-11-05,2020-11-29,workplace,ended,0,207,0,2871,0,0,207,,
Kluster Tamar,10,Petaling,2020-11-05,2020-11-29,workplace,ended,0,20,0,137,0,0,20,,
Kluster Sutera,12,"Kota Kinabalu , Putatan",2020-11-05,2020-12-09,workplace,ended,0,126,0,274,0,0,126,,
Kluster Ria-30,12,Tuaran,2020-11-05,2021-01-08,community,ended,0,783,0,6946,0,0,783,,
Kluster Pasar Baru,"10,16","Klang, Kuala Langat, Petaling , Putrajaya",2020-11-05,2021-01-22,workplace,ended,0,573,0,2088,0,0,573,,
Kluster Fores,"10,14","Gombak, Petaling, Klang , Kepong",2020-11-06,2020-11-06,workplace,ended,0,21,0,190,0,0,21,,
Kluster Mampulut,12,Keningau,2020-11-06,2020-11-25,community,ended,0,101,0,734,0,0,101,,
Kluster Rengas,"2,7,8","Kuala Kangsar, Larut Matang, Selama, Kerian, Seberang Perai Selatan , Kulim",2020-11-06,2020-11-25,education,ended,0,136,0,991,0,0,136,,
Kluster Mahkota,"10,13,14,16","Hulu Langat, Kepong, Titiwangsa, Putrajaya , Sibu",2020-11-07,2020-11-10,community,ended,0,10,0,64,0,0,10,,
Kluster Softwood Ld,12,Lahad Datu,2020-11-07,2020-11-20,workplace,ended,0,16,0,144,0,0,16,,
Kluster Tapak Bina Damanlela,"10,11,14","Kepong, Titiwangsa, Lembah Pantai, Gombak, Kuala Selangor, Petaling, Cheras, Hulu Langat, Hulu Selangor, Klang, Sepang, Kuala Langat , Kuala Nerus",2020-11-07,2021-02-12,workplace,ended,0,2785,0,4534,0,0,2785,,
Kluster Teratai,"5,10,11,14,16","Klang, Kuala Selangor, Petaling, Hulu Langat, Gombak, Hulu Selangor, Sepang, Kuala Langat, Kuala Selangor, Kepong, Sabak Bernam, Cheras, Titiwangsa, Putrajaya, Kuala Terengganu, Seremban",2020-11-07,2021-03-19,workplace,ended,0,7205,0,10426,0,1,7204,,
Kluster Ikhtisas,"3,5,10","Petaling, Klang, Jeli , Seremban",2020-11-08,2020-11-12,highRisk,ended,0,25,0,382,0,0,25,,
Kluster Wisma Saberkas,13,"Kuching , Samarahan",2020-11-08,2020-11-14,workplace,ended,0,44,0,1248,0,0,44,,
Kluster Berendam,"1,4","Melaka Tengah, Alor Gajah, Jasin , Tangkak",2020-11-08,2020-12-02,workplace,ended,0,44,0,3190,0,0,44,,
Kluster Harmoni,16,Putrajaya,2020-11-09,2020-11-10,workplace,ended,0,6,0,80,0,0,6,,
Kluster Numbak,12,Kota Kinabalu,2020-11-09,2020-11-22,community,ended,0,12,0,24,0,1,11,,
Kluster Padang,1,"Kota Tinggi, Johor Bahru",2020-11-09,2020-11-24,workplace,ended,0,17,0,1161,0,0,17,,
Kluster Seri Terapi,"4,10,14","Kepong, Cheras, Lembah Pantai, Gombak, Petaling, Hulu Langat , Alor Gajah",2020-11-09,2020-11-26,community,ended,0,31,0,493,0,0,31,,
Kluster Nahaba,12,"Kota Belut, Sipitang , Tuaran",2020-11-09,2020-12-31,community,ended,0,69,0,1150,0,0,69,,
Kluster Perigi,10,"Klang, Kuala Langat, Hulu Langat, Kuala Selangor, Hulu Selangor , Petaling",2020-11-09,2021-02-22,community,ended,0,1113,0,2477,0,0,1113,,
Kluster Kube,"3,10","Kota Bahru, Tanah Merah , Petaling",2020-11-10,2020-11-19,community,ended,0,27,0,1038,0,0,27,,
Kluster Tatahan,12,Kota Kinabalu,2020-11-10,2020-11-21,community,ended,0,22,0,33,0,1,21,,
Kluster Liawan,12,Keningau,2020-11-10,2020-11-24,community,ended,0,51,0,396,0,1,50,,
Kluster Gk Tawau,12,Tawau,2020-11-10,2021-01-03,detentionCentre,ended,0,102,0,685,0,0,102,,
Kluster Saga,12,Kota Kinabalu,2020-11-11,2020-11-21,community,ended,0,31,0,61,0,2,29,,
Kluster Haven,12,Lahad Datu,2020-11-11,2020-11-25,highRisk,ended,0,22,0,207,0,0,22,,
Kluster Karamunting,12,Sandakan,2020-11-11,2020-12-09,community,ended,0,105,0,115,0,1,104,,
Kluster Teluk,12,Kota Kinabalu,2020-11-12,2020-12-05,workplace,ended,0,35,0,129,0,0,35,,
Kluster Bmu,4,Jasin,2020-11-13,2020-11-12,highRisk,ended,0,10,0,263,0,0,10,,
Kluster Abell,13,Kuching,2020-11-13,2020-11-13,workplace,ended,0,15,0,214,0,0,15,,
Kluster Bonggaya,12,Sandakan,2020-11-13,2020-12-14,community,ended,0,54,0,246,0,1,53,,
Kluster Jambatan B,12,Sandakan,2020-11-13,2020-12-21,community,ended,0,111,0,234,0,4,107,,
Kluster Istimewa,12,Sandakan,2020-11-14,2020-11-16,highRisk,ended,0,26,0,54,0,0,26,,
Kluster Rajawali,7,"Timur Laut , Barat Daya",2020-11-14,2020-11-20,community,ended,0,11,0,268,0,0,11,,
Kluster Alila,12,"Tuaran, Kota Kinabalu , Penampang",2020-11-14,2020-11-28,workplace,ended,0,61,0,248,0,0,61,,
Kluster Assumption,"2,7","Seberang Perai Utara, Seberang Perai Tengah, Seberang Perai Selatan , Kulim",2020-11-14,2020-12-01,workplace,ended,0,20,0,262,0,0,20,,
Kluster Jalan Kalabakan,12,"Tawau , Kalabakan",2020-11-15,2020-11-26,community,ended,0,26,0,43,0,0,26,,
Kluster Jeri,1,"Johor Bahru, Kota Tinggi, Mersing, Muar , Tangkak",2020-11-15,2020-12-01,community,ended,0,43,0,1210,0,1,42,,
Kluster Plaza,12,Kota Kinabalu,2020-11-15,2020-12-05,workplace,ended,0,34,0,372,0,0,34,,
Kluster Kiambang,1,"Mersing, Kota Tinggi, Johor Bahru ",2020-11-16,2020-11-24,education,ended,0,15,0,326,0,0,15,,
Kluster Matambai,12,"Kota Kinabalu , Penampang",2020-11-16,2021-02-17,detentionCentre,ended,0,98,0,339,0,0,98,,
Kluster Kejora,12,"Kota Kinabalu, Tuaran",2020-11-17,2020-11-22,workplace,ended,0,17,0,107,0,0,17,,
Kluster Summer,7,Timur Laut,2020-11-17,2020-11-23,workplace,ended,0,12,0,97,0,0,12,,
Kluster Avenue,12,"Penampang , Putatan",2020-11-17,2020-12-03,workplace,ended,0,146,0,394,0,0,146,,
Kluster Kasah,"10,14","Kepong, Titiwangsa, Cheras , Petaling",2020-11-17,2020-12-04,workplace,ended,0,61,0,1631,0,0,61,,
Kluster Mengketil,"3,11","Kota Bharu, Machang, Tanah Merah, Kuala Krai, Pasir Mas , Besut",2020-11-17,2020-12-08,community,ended,0,92,0,2103,0,1,91,,
Kluster Murni,"10,14","Cheras, Kepong , Petaling",2020-11-18,2020-11-17,workplace,ended,0,7,0,42,0,0,7,,
Kluster Garden,12,Tawau,2020-11-18,2020-11-18,workplace,ended,0,12,0,35,0,0,12,,
Kluster Parit Kassan,"1,4","Tangkak , Melaka Tengah",2020-11-18,2020-11-19,workplace,ended,0,15,0,489,0,0,15,,
Kluster Besi Demak,13,Kuching,2020-11-18,2020-11-20,workplace,ended,0,12,0,378,0,0,12,,
Kluster Tomher Mc,12,Ranau,2020-11-18,2020-11-25,workplace,ended,0,24,0,381,0,0,24,,
Kluster Seri Pasir,"7,8","Timur Laut, Barat Daya, Seberang Perai Tengah , Kinta",2020-11-18,2020-11-26,workplace,ended,0,25,0,125,0,0,25,,
Kluster Putra-18,"4,5,10,16","Putrajaya, Sepang, Petaling, Klang, Port Dickson , Alor Gajah",2020-11-18,2020-11-29,community,ended,0,23,0,161,0,1,22,,
Kluster Sabaru,12,"Lahad Datu , Sandakan",2020-11-18,2020-12-14,community,ended,0,402,0,2532,0,1,401,,
Kluster Bah Bercham,8,Kinta,2020-11-19,2020-11-18,community,ended,0,5,0,137,0,0,5,,
Kluster Kapas Bj,10,"Hulu Langat , Petaling",2020-11-19,2020-11-18,workplace,ended,0,76,0,210,0,0,76,,
Kluster Prestij,14,"Lembah Pantai, Titiwangsa , Cheras",2020-11-19,2020-12-09,workplace,ended,0,34,0,631,0,0,34,,
Kluster Kasir,12,Tawau,2020-11-20,2020-11-25,workplace,ended,0,34,0,143,0,0,34,,
Kluster Oad,"5,10","Jelebu, Kuala Pilah, Jempol, Seremban , Hulu Langat",2020-11-20,2020-12-04,workplace,ended,0,28,0,148,0,0,28,,
Kluster Makmur,1,"Johor Bahru, Kulai , Batu Pahat",2020-11-20,2020-12-10,highRisk,ended,0,33,0,1242,0,1,32,,
Kluster Sri Jujur,10,"Klang, Sepang , Petaling",2020-11-20,2020-12-12,workplace,ended,0,202,0,435,0,0,202,,
Kluster Enggor,"7,8","Kerian, Kuala Kangsar, Batang Padang, Kinta, Hilir Perak , Seberang Perai Tengah",2020-11-20,2020-12-23,community,ended,0,372,0,1962,0,0,372,,
Kluster Kota Kecil,1,Kota Tinggi,2020-11-21,2020-11-23,education,ended,0,15,0,640,0,1,14,,
Kluster Sky Coklat,15,Labuan,2020-11-21,2020-12-06,workplace,ended,0,54,0,215,0,1,53,,
Kluster Penjara Jalan Harapan,"1,4,5,8,10,14,16","Gombak, Hulu Langat, Klang, Sabak Bernam, Petaling, Jasin, Alor Gajah, Melaka Tengah, Jelebu, Jempol, Seremban, Kuala Pilah, Larut, Matang , Selama, Kinta, Batang Padang, Kuala Kangsar, Muar, Cheras, Putrajaya",2020-11-21,2021-04-14,detentionCentre,ended,0,5129,0,8747,0,1,5128,,
Kluster Pengkalan Barat,"7,8","Barat Daya, Kerian, Kuala Kangsar , Kinta",2020-11-22,2020-12-14,workplace,ended,0,153,0,1534,0,0,153,,
Kluster Bayam Indah,"2,7","Kulim, Kuala Muda, Baling, Kota Setar, Sik, Padang Terap, Seberang Perai Utara, Seberang Perai Selatan, Seberang Perai Tengah, Barat Daya , Timur Laut",2020-11-22,2020-12-19,community,ended,0,366,0,4205,0,1,365,,
Kluster Bakti,"4,5","Seremban , Melaka Tengah",2020-11-22,2020-12-27,detentionCentre,ended,0,1068,0,1848,0,0,1068,,
Kluster Teja Kasih,8,"Kampar , Kinta",2020-11-23,2020-11-22,highRisk,ended,0,41,0,130,0,0,41,,
Kluster Indah Mas,"10,14","Kepong, Titiwangsa, Cheras , Petaling ",2020-11-23,2020-12-12,community,ended,0,24,0,192,0,0,24,,
Kluster Bintang,"2,10,14","Lembah Pantai, Cheras, Kepong, Titiwangsa, Petaling, Hulu Langat , Kuala Muda",2020-11-23,2021-02-05,workplace,ended,0,608,0,1235,0,0,608,,
Kluster Kerengge,11,Marang,2020-11-25,2020-11-28,community,ended,0,7,0,680,0,0,7,,
Kluster Tanjung Bunga,1,Johor Bahru,2020-11-25,2020-12-01,community,ended,0,12,0,107,0,0,12,,
Kluster Gangsa,10,"Petaling, Kuala Langat , Klang",2020-11-25,2020-12-05,workplace,ended,0,59,0,300,0,0,59,,
Kluster D'Bajaru,12,Lahad Datu,2020-11-25,2021-01-01,community,ended,0,417,0,2535,0,0,417,,
Kluster Batu Tujuh,"1,4","Batu Pahat, Johor Bahru, Kluang, Muar, Tangkak, Pontian , Jasin",2020-11-25,2021-01-01,religious,ended,0,688,0,6850,0,3,685,,
Kluster Gemilang,1,"Johor Bahru , Kulai",2020-11-26,2020-11-28,workplace,ended,0,28,0,300,0,0,28,,
Kluster Bot Biru,12,Tawau,2020-11-26,2020-11-30,workplace,ended,0,20,0,144,0,0,20,,
Kluster Blok 31,12,Tawau,2020-11-26,2020-12-01,community,ended,0,23,0,37,0,0,23,,
Kluster Chengal,3,"Kota Bharu, Machang , Pasir Putih",2020-11-26,2020-12-03,community,ended,0,23,0,633,0,1,22,,
Kluster Tapak Bina Sungai Udang,14,"Kepong , Titiwangsa",2020-11-26,2020-12-09,workplace,ended,0,14,0,198,0,1,13,,
Kluster Damar Laut,"2,7,8","Timur Laut, Barat Daya, Seberang Perai Utara, Seberang Perai Tengah, Padang Terap, Kulim, Sik, Kubang Pasu, Larut, Matang , Selama",2020-11-26,2020-12-13,community,ended,0,192,0,1323,0,0,192,,
Kluster Jalan Tuaran,12,"Kota Kinabalu, Tuaran, Penambang , Putatan",2020-11-27,2020-12-05,workplace,ended,0,54,0,220,0,0,54,,
Kluster Tapak Bina Puteh Lama,14,Lembah Pantai,2020-11-27,2020-12-14,workplace,ended,0,422,0,830,0,0,422,,
Kluster Jalan Haruan,"5,10","Seremban, Kuala Pilah, Port Dickson, Rembau, Tampin, Jempol , Hulu Langat",2020-11-27,2020-12-24,workplace,ended,0,257,0,814,0,0,257,,
Kluster Beringin,"2,7,8","Timur Laut, Barat Daya, Seberang Perai Selatan, Seberang Perai Tengah, Seberang Perai Utara, Kerian, Larut, Matang , Selama, Muallim, Kinta, Hilir Perak, Hulu Perak, Perak Tengah, Baling,  Kuala Muda, Kulim, Bandar Baharu, Kota Setar, Pendang, Yan, Sik, Kubang Pasu",2020-11-27,2021-04-02,workplace,ended,0,3593,0,20661,0,0,3593,,
Kluster Tempasuk,12,Kota Belud,2020-11-28,2020-12-05,workplace,ended,0,38,0,213,0,0,38,,
Kluster Ud Ss2,10,Petaling ,2020-11-28,2020-12-08,workplace,ended,0,16,0,40,0,0,16,,
Kluster Pts Sibuga,12,Sandakan,2020-11-28,2020-12-12,detentionCentre,ended,0,228,0,1184,0,1,227,,
Kluster Tapak Bina Awan Baru,"10,14","Kepong, Cheras, Titiwangsa, Lembah Pantai, Hulu Langat, Gombak, Klang, Kuala Selangor , Petaling",2020-11-28,2020-12-13,workplace,ended,0,432,0,525,0,0,432,,
Kluster Dermaga,12,Sandakan,2020-11-28,2020-12-17,workplace,ended,0,48,0,311,0,0,48,,
Kluster Tapak Bina Jesselton,12,"Kota Kinabalu , Penampang",2020-11-28,2020-12-19,workplace,ended,0,73,0,186,0,0,73,,
Kluster Tapak Bina Sungai Mulia,14,Titiwangsa,2020-11-29,2020-12-01,workplace,ended,0,24,0,246,0,0,24,,
Kluster Batu Lima,12,Kota Kinabalu,2020-11-29,2020-12-04,workplace,ended,0,54,0,121,0,0,54,,
Kluster Hilir,3,"Kota Bharu, Bachok, Pasir Puteh , Tumpat",2020-11-29,2020-12-09,highRisk,ended,0,27,0,1137,0,1,26,,
Kluster Seri Lanang,10,"Klang, Gombak, Kuala Selangor , Petaling",2020-11-29,2021-01-02,workplace,ended,0,682,0,1544,0,0,682,,
Kluster Yayasan,10,"Klang, Petaling, Kuala Langat, Kuala Selangor , Sabak Bernam",2020-11-29,2021-02-10,highRisk,ended,0,172,0,467,0,2,170,,
Kluster Batu Sembilan,10,"Kuala Langat, Klang, Petaling , Kuala Selangor",2020-11-30,2020-12-06,highRisk,ended,0,29,0,159,0,0,29,,
Kluster Nibong,1,"Johor Bahru, Kulai, Kluang , Kota Tinggi",2020-11-30,2020-12-17,workplace,ended,0,91,0,565,0,0,91,,
Kluster Jalan Lapan,"10,14","Hulu Langat, Cheras, Kepong, Titiwangsa , Lembah Pantai",2020-11-30,2020-12-23,workplace,ended,0,72,0,345,0,0,72,,
Kluster View Kolombong,12,"Kota Kinabalu , Tuaran",2020-12-01,2020-12-11,workplace,ended,0,53,0,104,0,0,53,,
Kluster Talang-Talang,12,Kota Kinabalu,2020-12-01,2020-12-11,workplace,ended,0,26,0,71,0,0,26,,
Kluster Seri Wangsa,14,Titiwangsa,2020-12-02,2020-12-04,workplace,ended,0,11,0,154,0,0,11,,
Kluster Baloi,1,"Johor Bahru, Pontian, Batu Pahat, Kulai , Tangkak",2020-12-02,2020-12-11,education,ended,0,42,0,369,0,0,42,,
Kluster Jernai,14,"Titiwangsa , Kepong",2020-12-02,2020-12-14,community,ended,0,69,0,1235,0,0,69,,
Kluster Impian,10,"Gombak , Petaling",2020-12-02,2020-12-18,highRisk,ended,0,17,0,234,0,0,17,,
Kluster Desa Pinang,"10,14","Kepong, Lembah Pantai, Titiwangsa, Cheras , Gombak",2020-12-02,2020-12-28,workplace,ended,0,104,0,308,0,0,104,,
Kluster Monsoon,10,Petaling,2020-12-03,2020-12-06,community,ended,0,20,0,106,0,0,20,,
Kluster Jalan Kilang,12,Lahad Datu,2020-12-03,2020-12-11,workplace,ended,0,27,0,114,0,0,27,,
Kluster Jalan Kubota,12,Tawau,2020-12-03,2020-12-12,highRisk,ended,0,22,0,72,0,0,22,,
Kluster Perdana Enam,12,Lahad Datu,2020-12-03,2020-12-23,workplace,ended,0,51,0,269,0,0,51,,
Kluster Hujung Pasir,15,Labuan,2020-12-03,2021-01-29,workplace,ended,0,85,0,893,0,0,85,,
Kluster Bukit Dalam,14,Lembah Pantai,2020-12-04,2020-12-03,community,ended,0,13,0,59,0,0,13,,
Kluster Sungai Cincin,"1,8,10","Batang Padang, Segamat , Klang",2020-12-04,2020-12-05,community,ended,0,16,0,113,0,0,16,,
Kluster Cempaka,"1,4","Pontian, Kulai, Kluang , Alor Gajah",2020-12-04,2020-12-09,highRisk,ended,0,24,0,352,0,1,23,,
Kluster Tapak Bina Galeri,"10,14","Lembah Pantai , Cheras",2020-12-04,2020-12-10,workplace,ended,0,29,0,247,0,0,29,,
Kluster Atabara,6,"Kuantan , Pekan",2020-12-04,2020-12-14,community,ended,0,7,0,280,0,0,7,,
Kluster Huma,3,"Pasir Puteh , Kota Bharu",2020-12-04,2020-12-16,education,ended,0,74,0,597,0,0,74,,
Kluster Jalan Genting,"6,14","Titiwangsa, Lembah Pantai , Bentong",2020-12-04,2021-01-12,workplace,ended,0,465,0,1184,0,0,465,,
Kluster Tapak Bina Muda,"5,8,10,14,16","Kepong, Titiwangsa, Lembah Pantai, Petaling, Sepang, Cheras, Hulu Langat, Gombak, Klang, Kinta, Putrajaya , Seremban",2020-12-04,2021-03-05,workplace,ended,0,2323,0,5806,0,0,2323,,
Kluster Batu Tiga,12,Tawau,2020-12-05,2020-12-12,workplace,ended,0,33,0,73,0,0,33,,
